id,sala,edificio,codigo,detalle,serial,inventario,estado,cantidad,observaciones
321,RV y Drones,FabLab,RV-D66,Bateria gris dron DJI Ultra ligh gris D1,52XXL9BDG2042C,NULL,Buen estado,1,Sin rotulo de inventario
322,RV y Drones,FabLab,RV-D67,Bateria gris dron DJI Ultra ligh gris D2,52XXL97DG203MQ,NULL,Buen estado,1,Sin rotulo de inventario
323,RV y Drones,FabLab,RV-D68,Bateria gris dron DJI Ultra ligh gris D3,NULL,NULL,Buen estado,1,Sin rotulo de inventario
324,RV y Drones,FabLab,RV-D69,Centro de cargas baterias dron DJI ultra ligh gris,52WKL950120329,NULL,Buen estado,1,Sin rotulo de inventario
325,RV y Drones,FabLab,RV-D70,Cable HDMI azul,NULL,NULL,NULL,1,NULL
326,RV y Drones,FabLab,RV-D75,Gafa de realidad virtual OCULUS QUEST2-02,NULL,167002 316 003  00,Buen estado,1,NULL
327,RV y Drones,FabLab,RV-D76,Controlador touch dafa de realidad virtual-03,NULL,167002 316 003 01,Buen estado,1,NULL
328,RV y Drones,FabLab,RV-D77,Controlador touch gafa de realidad virtual-04,NULL,167002 316 003 02,Buen estado,1,NULL
329,RV y Drones,FabLab,RV-D78,Cargador gafas de realidad virtual Oculus Quest 2-02,NULL,167002 316 001 03,Buen estado,1,NULL
330,RV y Drones,FabLab,RV-D79,Gafa de realidad virtual OCULUS QUETS2-03,NULL,167002  316  001  00,Buen estado,1,Sin rotulo de inventario
331,RV y Drones,FabLab,RV-D80,Controlador touch gafa de realidad virtual-05,NULL,167002 316 001 01,Buen estado,1,NULL
332,RV y Drones,FabLab,RV-D81,Controlador touch gafa de realidad virtual-06,NULL,167002 316 001 02,Buen estado,1,NULL
333,RV y Drones,FabLab,RV-D82,Cargador gafas de realidad virtual Oculus Quest 2-03,NULL,167002 316 007 02,Buen estado,1,NULL
334,RV y Drones,FabLab,RV-D83,Gafa de realidad virtual OCULUS QUETS2-03,NULL,167002  316  006  00,Buen estado,1,NULL
335,RV y Drones,FabLab,RV-D84,Controlador touch gafa de realidad virtual-05,NULL,167002  316  006  01,Buen estado,1,NULL
336,RV y Drones,FabLab,RV-D85,Controlador touch gafa de realidad virtual-06,NULL,167002  316  006  02,Buen estado,1,NULL
337,RV y Drones,FabLab,RV-D86,Cargador gafas de realidad virtual Oculus Quest 2-03,NULL,167002  316  006  03,Buen estado,1,NULL
338,RV y Drones,FabLab,RV-D87,Gafa de realidad virtual OCULUS QUETS2-04,NULL,167002  316  008  00,Buen estado,1,NULL
339,RV y Drones,FabLab,RV-D88,Controlador touch gafa de realidad virtual-05,NULL,167002  316  008  01,Buen estado,1,NULL
340,RV y Drones,FabLab,RV-D89,Controlador touch gafa de realidad virtual-06,NULL,167002  316  008  02,Buen estado,1,NULL
341,RV y Drones,FabLab,RV-D90,Cargador gafas de realidad virtual Oculus Quest 2-03,NULL,167002  316  002  03,Buen estado,1,NULL
342,RV y Drones,FabLab,RV-D91,Camara de seguridad HIKVISION 1,E96672034,167001  209  138,Buen estado,1,NULL
343,RV y Drones,FabLab,RV-D92,Camara de seguridad HIKVISION 2,E94671889,167001  209  137,Buen estado,1,Sin rotulo de inventario
344,RV y Drones,FabLab,RV-D93,NULL,NULL,NULL,NULL,NULL,NULL
345,RV y Drones,FabLab,RV-D94,NULL,NULL,NULL,NULL,NULL,NULL
346,RV y Drones,FabLab,RV-D95,NULL,NULL,NULL,NULL,NULL,NULL
347,RV y Drones,FabLab,RV-D96,NULL,NULL,NULL,NULL,NULL,NULL
819,Aula 303,ViveLab,VL-303-01,NULL,NULL,NULL,NULL,NULL,NULL
820,Aula 303,ViveLab,VL-303-02,NULL,NULL,NULL,NULL,NULL,NULL
821,Aula 303,ViveLab,VL-303-03,NULL,NULL,NULL,NULL,NULL,NULL
822,Aula 303,ViveLab,VL-303-04,NULL,NULL,NULL,NULL,NULL,NULL
823,Aula 303,ViveLab,VL-303-05,NULL,NULL,NULL,NULL,NULL,NULL
824,Aula 303,ViveLab,VL-303-06,NULL,NULL,NULL,NULL,NULL,NULL
825,Aula 303,ViveLab,VL-303-07,NULL,NULL,NULL,NULL,NULL,NULL
826,Aula 303,ViveLab,VL-303-08,NULL,NULL,NULL,NULL,NULL,NULL
827,Aula 303,ViveLab,VL-303-09,NULL,NULL,NULL,NULL,NULL,NULL
828,Aula 303,ViveLab,VL-303-10,NULL,NULL,NULL,NULL,NULL,NULL
829,Aula 303,ViveLab,VL-303-11,NULL,NULL,NULL,NULL,NULL,NULL
830,Aula 303,ViveLab,VL-303-12,NULL,NULL,NULL,NULL,NULL,NULL
831,Aula 303,ViveLab,VL-303-13,NULL,NULL,NULL,NULL,NULL,NULL
832,Aula 303,ViveLab,VL-303-14,NULL,NULL,NULL,NULL,NULL,NULL
833,Aula 303,ViveLab,VL-303-15,NULL,NULL,NULL,NULL,NULL,NULL
834,Aula 303,ViveLab,VL-303-16,NULL,NULL,NULL,NULL,NULL,NULL
835,Aula 303,ViveLab,VL-303-17,NULL,NULL,NULL,NULL,NULL,NULL
836,Aula 303,ViveLab,VL-303-18,NULL,NULL,NULL,NULL,NULL,NULL
837,Aula 303,ViveLab,VL-303-19,NULL,NULL,NULL,NULL,NULL,NULL
838,Aula 303,ViveLab,VL-303-20,NULL,NULL,NULL,NULL,NULL,NULL
839,Aula 303,ViveLab,VL-303-21,NULL,NULL,NULL,NULL,NULL,NULL
840,Aula 303,ViveLab,VL-303-22,NULL,NULL,NULL,NULL,NULL,NULL
841,Aula 303,ViveLab,VL-303-23,NULL,NULL,NULL,NULL,NULL,NULL
842,Aula 303,ViveLab,VL-303-24,NULL,NULL,NULL,NULL,NULL,NULL
843,Aula 303,ViveLab,VL-303-25,NULL,NULL,NULL,NULL,NULL,NULL
844,Aula 303,ViveLab,VL-303-26,NULL,NULL,NULL,NULL,NULL,NULL
845,Aula 303,ViveLab,VL-303-27,NULL,NULL,NULL,NULL,NULL,NULL
846,Aula 303,ViveLab,VL-303-28,NULL,NULL,NULL,NULL,NULL,NULL
847,Aula 303,ViveLab,VL-303-29,NULL,NULL,NULL,NULL,NULL,NULL
848,Aula 303,ViveLab,VL-303-30,NULL,NULL,NULL,NULL,NULL,NULL
849,Aula 303,ViveLab,VL-303-31,NULL,NULL,NULL,NULL,NULL,NULL
850,Aula 303,ViveLab,VL-303-32,NULL,NULL,NULL,NULL,NULL,NULL
851,Aula 303,ViveLab,VL-303-33,NULL,NULL,NULL,NULL,NULL,NULL
852,Aula 303,ViveLab,VL-303-34,NULL,NULL,NULL,NULL,NULL,NULL
853,Aula 303,ViveLab,VL-303-35,NULL,NULL,NULL,NULL,NULL,NULL
854,Aula 303,ViveLab,VL-303-36,NULL,NULL,NULL,NULL,NULL,NULL
855,Aula 303,ViveLab,VL-303-37,NULL,NULL,NULL,NULL,NULL,NULL
856,Aula 303,ViveLab,VL-303-38,NULL,NULL,NULL,NULL,NULL,NULL
857,Aula 303,ViveLab,VL-303-39,NULL,NULL,NULL,NULL,NULL,NULL
858,Aula 303,ViveLab,VL-303-40,NULL,NULL,NULL,NULL,NULL,NULL
859,Aula 303,ViveLab,VL-303-41,NULL,NULL,NULL,NULL,NULL,NULL
860,Aula 303,ViveLab,VL-303-42,NULL,NULL,NULL,NULL,NULL,NULL
861,Aula 303,ViveLab,VL-303-43,NULL,NULL,NULL,NULL,NULL,NULL
862,Aula 303,ViveLab,VL-303-44,NULL,NULL,NULL,NULL,NULL,NULL
863,Aula 303,ViveLab,VL-303-45,NULL,NULL,NULL,NULL,NULL,NULL
864,Aula 303,ViveLab,VL-303-46,NULL,NULL,NULL,NULL,NULL,NULL
865,Aula 303,ViveLab,VL-303-47,NULL,NULL,NULL,NULL,NULL,NULL
866,Aula 303,ViveLab,VL-303-48,NULL,NULL,NULL,NULL,NULL,NULL
867,Aula 303,ViveLab,VL-303-49,NULL,NULL,NULL,NULL,NULL,NULL
868,Aula 304,ViveLab,VL-304-1,NULL,NULL,NULL,NULL,NULL,NULL
869,Aula 304,ViveLab,VL-304-2,NULL,NULL,NULL,NULL,NULL,NULL
870,Aula 304,ViveLab,VL-304-3,NULL,NULL,NULL,NULL,NULL,NULL
871,Aula 304,ViveLab,VL-304-4,NULL,NULL,NULL,NULL,NULL,NULL
872,Aula 304,ViveLab,VL-304-5,NULL,NULL,NULL,NULL,NULL,NULL
873,Aula 304,ViveLab,VL-304-6,NULL,NULL,NULL,NULL,NULL,NULL
874,Aula 304,ViveLab,VL-304-7,NULL,NULL,NULL,NULL,NULL,NULL
875,Aula 304,ViveLab,VL-304-8,NULL,NULL,NULL,NULL,NULL,NULL
876,Aula 304,ViveLab,VL-304-9,NULL,NULL,NULL,NULL,NULL,NULL
877,Aula 304,ViveLab,VL-304-10,NULL,NULL,NULL,NULL,NULL,NULL
878,Aula 304,ViveLab,VL-304-11,NULL,NULL,NULL,NULL,NULL,NULL
879,Aula 304,ViveLab,VL-304-12,NULL,NULL,NULL,NULL,NULL,NULL
880,Aula 304,ViveLab,VL-304-13,NULL,NULL,NULL,NULL,NULL,NULL
881,Aula 304,ViveLab,VL-304-14,NULL,NULL,NULL,NULL,NULL,NULL
882,Aula 304,ViveLab,VL-304-15,NULL,NULL,NULL,NULL,NULL,NULL
883,Aula 304,ViveLab,VL-304-16,NULL,NULL,NULL,NULL,NULL,NULL
884,Aula 304,ViveLab,VL-304-17,NULL,NULL,NULL,NULL,NULL,NULL
885,Aula 304,ViveLab,VL-304-18,NULL,NULL,NULL,NULL,NULL,NULL
886,Aula 304,ViveLab,VL-304-19,NULL,NULL,NULL,NULL,NULL,NULL
887,Aula 304,ViveLab,VL-304-20,NULL,NULL,NULL,NULL,NULL,NULL
888,Aula 304,ViveLab,VL-304-21,NULL,NULL,NULL,NULL,NULL,NULL
889,Aula 304,ViveLab,VL-304-22,NULL,NULL,NULL,NULL,NULL,NULL
890,Aula 304,ViveLab,VL-304-23,NULL,NULL,NULL,NULL,NULL,NULL
891,Aula 304,ViveLab,VL-304-24,NULL,NULL,NULL,NULL,NULL,NULL
892,Aula 304,ViveLab,VL-304-25,NULL,NULL,NULL,NULL,NULL,NULL
893,Aula 304,ViveLab,VL-304-26,NULL,NULL,NULL,NULL,NULL,NULL
894,Aula 304,ViveLab,VL-304-27,NULL,NULL,NULL,NULL,NULL,NULL
895,Aula 304,ViveLab,VL-304-28,NULL,NULL,NULL,NULL,NULL,NULL
896,Aula 304,ViveLab,VL-304-29,NULL,NULL,NULL,NULL,NULL,NULL
897,Aula 304,ViveLab,VL-304-30,NULL,NULL,NULL,NULL,NULL,NULL
898,Aula 304,ViveLab,VL-304-31,NULL,NULL,NULL,NULL,NULL,NULL
899,Aula 304,ViveLab,VL-304-32,NULL,NULL,NULL,NULL,NULL,NULL
900,Aula 304,ViveLab,VL-304-33,NULL,NULL,NULL,NULL,NULL,NULL
901,Aula 304,ViveLab,VL-304-34,NULL,NULL,NULL,NULL,NULL,NULL
902,Aula 304,ViveLab,VL-304-35,NULL,NULL,NULL,NULL,NULL,NULL
903,Aula 304,ViveLab,VL-304-36,NULL,NULL,NULL,NULL,NULL,NULL
904,Aula 304,ViveLab,VL-304-37,NULL,NULL,NULL,NULL,NULL,NULL
905,Aula 304,ViveLab,VL-304-38,NULL,NULL,NULL,NULL,NULL,NULL
906,Aula 304,ViveLab,VL-304-39,NULL,NULL,NULL,NULL,NULL,NULL
907,Aula 304,ViveLab,VL-304-40,NULL,NULL,NULL,NULL,NULL,NULL
908,Aula 304,ViveLab,VL-304-41,NULL,NULL,NULL,NULL,NULL,NULL
909,Aula 304,ViveLab,VL-304-42,NULL,NULL,NULL,NULL,NULL,NULL
910,Aula 304,ViveLab,VL-304-43,NULL,NULL,NULL,NULL,NULL,NULL
911,Aula 304,ViveLab,VL-304-44,NULL,NULL,NULL,NULL,NULL,NULL
912,Aula 304,ViveLab,VL-304-45,NULL,NULL,NULL,NULL,NULL,NULL
913,Aula 304,ViveLab,VL-304-46,NULL,NULL,NULL,NULL,NULL,NULL
914,Aula 304,ViveLab,VL-304-47,NULL,NULL,NULL,NULL,NULL,NULL
915,Aula 304,ViveLab,VL-304-48,NULL,NULL,NULL,NULL,NULL,NULL
916,Aula 304,ViveLab,VL-304-49,NULL,NULL,NULL,NULL,NULL,NULL
770,Bodega,ViveLab,VLB-01,Control aire acondicionado Trane,YT1F,70357-03-46,2,NULL,1,NULL
771,Bodega,ViveLab,VLB-02,Servidor-Rack de comunicaciones 17U,NULL,7357-02-93,NULL,1,NULL
772,Bodega,ViveLab,VLB-03,UPS DE 3KVA,NULL,70357-03-94,NULL,1,NULL
773,Bodega,ViveLab,VLB-04,Banco de Baterias -1,NULL,70357-03-94.5,NULL,1,NULL
774,Bodega,ViveLab,VLB-05,Banco de Baterias -2,NULL,70357-03-94.3,NULL,1,NULL
775,Bodega,ViveLab,VLB-06,UPS DE 3KVA -2,NULL,70357-03-94.4,NULL,1,NULL
776,Bodega,ViveLab,VLB-07,Banco de Baterias -3,NULL,70357-03-94.1,NULL,1,NULL
777,Bodega,ViveLab,VLB-08,Letrero TV (Al aire),NULL,NULL,NULL,1,NULL
778,Bodega,ViveLab,VLB-09,Cargador Toshiba,T13100057088A03,NULL,NULL,NULL,NULL
779,Bodega,ViveLab,VLB-10,Cable gris,NULL,NULL,NULL,1,NULL
780,Bodega,ViveLab,VLB-11,Telon azul de grabaciÃ³n,NULL,NULL,NULL,1,NULL
781,Bodega,ViveLab,VLB-12,Portabanner retractil gris,NULL,NULL,NULL,1,NULL
782,Bodega,ViveLab,VLB-13,Cajon blanco,NULL,NULL,NULL,1,NULL
783,Bodega,ViveLab,VLB-14,EstaciÃ³n de acoplamiento para discos duros MARCA SATA,NULL,NULL,NULL,1,NULL
784,Bodega,ViveLab,VLB-15,Tablet Wacon 1,6HAH001510,70357-01-60.56,NULL,1,NULL
785,Bodega,ViveLab,VLB-16,Tablet Wacon 2,6HAH001508,70357-01-76.24,NULL,1,NULL
786,Bodega,ViveLab,VLB-17,Tablet Wacon 3,6HAH001507,70357-01-60.1,NULL,1,NULL
787,Bodega,ViveLab,VLB-18,Tablet Wacon 4,64AH001499,70357-01-76.16,NULL,1,NULL
788,Bodega,ViveLab,VLB-19,Tablet Wacon 5,6HAH001500,70357-01-76.12,NULL,1,NULL
789,Bodega,ViveLab,VLB-20,Tablet Wacon 6,6HAH001464,70357-01-60.60,NULL,1,NULL
790,Bodega,ViveLab,VLB-21,Tablet Wacon 7,6HAH001506,70357-01-60,NULL,1,NULL
791,Bodega,ViveLab,VLB-22,Tablet Wacon 8,6HAH001534,70357-01-76.36,NULL,1,NULL
792,Bodega,ViveLab,VLB-23,Lapiz optico para tablet wacon 1,NULL,NULL,NULL,1,NULL
793,Bodega,ViveLab,VLB-24,Lapiz optico para tablet wacon 2,NULL,NULL,NULL,1,NULL
794,Bodega,ViveLab,VLB-25,Lapiz optico para tablet wacon 3,NULL,NULL,NULL,1,NULL
795,Bodega,ViveLab,VLB-26,Lapiz optico para tablet wacon 4,NULL,NULL,NULL,1,NULL
796,Bodega,ViveLab,VLB-27,Lapiz optico para tablet wacon 5,NULL,NULL,NULL,1,NULL
797,Bodega,ViveLab,VLB-28,Lapiz optico para tablet wacon 6,NULL,NULL,NULL,1,NULL
798,Bodega,ViveLab,VLB-29,Lapiz optico para tablet wacon 7,NULL,NULL,NULL,1,NULL
799,Bodega,ViveLab,VLB-30,Lapiz optico para tablet wacon 8,NULL,NULL,NULL,1,NULL
800,Bodega,ViveLab,VLB-31,Cable cargador tablet 1,NULL,NULL,NULL,1,NULL
801,Bodega,ViveLab,VLB-32,Cable cargador tablet 2,NULL,NULL,NULL,1,NULL
802,Bodega,ViveLab,VLB-33,Cable cargador tablet 3,NULL,NULL,NULL,1,NULL
803,Bodega,ViveLab,VLB-34,Cable cargador tablet 4,NULL,NULL,NULL,1,NULL
804,Bodega,ViveLab,VLB-35,Cable cargador tablet 5,NULL,NULL,NULL,1,NULL
805,Bodega,ViveLab,VLB-36,Cable cargador tablet 6,NULL,NULL,NULL,1,NULL
806,Bodega,ViveLab,VLB-37,Cable cargador tablet 7,NULL,NULL,NULL,1,NULL
807,Bodega,ViveLab,VLB-38,Cable cargador tablet 8,NULL,NULL,NULL,1,NULL
808,Bodega,ViveLab,VLB-39,Proyecto 4 reflectores,NULL,NULL,NULL,1,NULL
809,Bodega,ViveLab,VLB-40,Kit de hombro camara de video,NULL,NULL,NULL,1,NULL
810,Bodega,ViveLab,VLB-41,Licuadora,NULL,NULL,NULL,1,NULL
811,Bodega,ViveLab,VLB-42,VHS Turbo DRIVE,VR455,NULL,NULL,NULL,NULL
812,Bodega,ViveLab,VLB-43,NULL,NULL,NULL,NULL,NULL,NULL
813,Bodega,ViveLab,VLB-44,NULL,NULL,NULL,NULL,NULL,NULL
814,Bodega,ViveLab,VLB-45,NULL,NULL,NULL,NULL,NULL,NULL
815,Bodega,ViveLab,VLB-46,NULL,NULL,NULL,NULL,NULL,NULL
816,Bodega,ViveLab,VLB-47,NULL,NULL,NULL,NULL,NULL,NULL
817,Bodega,ViveLab,VLB-48,NULL,NULL,NULL,NULL,NULL,NULL
818,Bodega,ViveLab,VLB-49,NULL,NULL,NULL,NULL,NULL,NULL
701,Lab Imagen (305),ViveLab,VLI-01,Foco de iluminacion continua,NULL,70357-03-33,NULL,1,NULL
702,Lab Imagen (305),ViveLab,VLI-02,Panel de luz led cotinuo RAIDEN,NULL,NULL,NULL,1,NULL
703,Lab Imagen (305),ViveLab,VLI-03,Caja de luz IMPACT,NULL,NULL,NULL,1,NULL
704,Lab Imagen (305),ViveLab,VLI-04,Luz de estufio estilo monoligth IMPACT,NULL,NULL,NULL,1,NULL
705,Lab Imagen (305),ViveLab,VLI-05,Tripode IMPACT,NULL,NULL,NULL,1,NULL
706,Lab Imagen (305),ViveLab,VLI-06,Panel de luz led profesional Ikan RAYDEN (Modelo RW5),NULL,NULL,NULL,1,NULL
707,Lab Imagen (305),ViveLab,VLI-07,Parlantes LOGITECH,NULL,NULL,NULL,2,NULL
708,Lab Imagen (305),ViveLab,VLI-08,Monitor y grabador de campo profesional Shogun Flame,NULL,NULL,NULL,1,NULL
709,Lab Imagen (305),ViveLab,VLI-09,Bateria recaragable de iones de litio SONY-01 (NP-F750),NULL,NULL,NULL,1,NULL
710,Lab Imagen (305),ViveLab,VLI-10,Bateria recaragable de iones de litio SONY-02 (NP-F750),NULL,NULL,NULL,1,NULL
711,Lab Imagen (305),ViveLab,VLI-11,Cable de alimentacion DC para automovil,NULL,NULL,NULL,1,NULL
712,Lab Imagen (305),ViveLab,VLI-12,Grabadora de audio profesional Tascam DR-40,NULL,70357-01-42,NULL,1,NULL
713,Lab Imagen (305),ViveLab,VLI-13,Cable de audio balanceado XLR,NULL,NULL,NULL,1,NULL
714,Lab Imagen (305),ViveLab,VLI-14,Caja de uidad de estado solido SSD SATA de 2.5 KINGSTOM HYPERX SAVAGE,NULL,NULL,NULL,1,NULL
715,Lab Imagen (305),ViveLab,VLI-15,Adaptador de corriente AC/DC,NULL,NULL,NULL,1,NULL
716,Lab Imagen (305),ViveLab,VLI-16,Extension naranja,NULL,70357-03-44.14,NULL,1,NULL
717,Lab Imagen (305),ViveLab,VLI-17,Conjunto de viseras/paraviseras desmontables con montura circular,NULL,NULL,NULL,1,NULL
718,Lab Imagen (305),ViveLab,VLI-18,Tripode negro IKAN-01,NULL,NULL,NULL,1,NULL
719,Lab Imagen (305),ViveLab,VLI-19,Tripode negro IKAN-02,NULL,NULL,NULL,1,NULL
720,Lab Imagen (305),ViveLab,VLI-20,Punta de pertiga para microfono con su soporte amortiguador,NULL,70357-01-40,NULL,1,NULL
721,Lab Imagen (305),ViveLab,VLI-21,Aire acondicionado TRANE-01,NULL,70357-03--92.2,NULL,1,NULL
722,Lab Imagen (305),ViveLab,VLI-22,Aire acondicionado TRANE-02,NULL,70357-03-79.2,NULL,1,NULL
723,Lab Imagen (305),ViveLab,VLI-23,Control aire acondicionado-01,NULL,70357-03--92.2,NULL,1,NULL
724,Lab Imagen (305),ViveLab,VLI-24,Control aire acondicionado-02,NULL,70357-03-79.2,NULL,1,NULL
725,Lab Imagen (305),ViveLab,VLI-25,Silla giratoria amarilla,NULL,70357-04-68,NULL,1,NULL
726,Lab Imagen (305),ViveLab,VLI-26,Impresora FS-1016MFP KYOCERA,NULL,NULL,NULL,1,NULL
727,Lab Imagen (305),ViveLab,VLI-27,Computador sistema operativo IOS APPLE,70357-01-75,70357-01-75,NULL,1,NULL
728,Lab Imagen (305),ViveLab,VLI-28,Teclado JANUS,JSKBCOMBON1601007204,NULL,NULL,1,NULL
729,Lab Imagen (305),ViveLab,VLI-29,Mouse negro,NULL,70357-01-84.3,NULL,1,NULL
730,Lab Imagen (305),ViveLab,VLI-30,Lapiz optico WACON,NULL,NULL,NULL,1,NULL
731,Lab Imagen (305),ViveLab,VLI-31,Tableta digilitizadora WACON,6HAH001465,70357-01-60.40,NULL,1,NULL
732,Lab Imagen (305),ViveLab,VLI-32,Cable USB negro,NULL,NULL,NULL,1,NULL
733,Lab Imagen (305),ViveLab,VLI-33,Cable de extension de corriente C13/C14,NULL,NULL,NULL,1,NULL
734,Lab Imagen (305),ViveLab,VLI-34,Teclado inalambrico APPLE,NULL,NULL,NULL,1,NULL
735,Lab Imagen (305),ViveLab,VLI-35,Monitor JANUS,J2015LE17010602433,NULL,NULL,1,NULL
736,Lab Imagen (305),ViveLab,VLI-36,Mouse optico APPLE blanco,NULL,70357-01-75.3,NULL,1,NULL
737,Lab Imagen (305),ViveLab,VLI-37,Grapadora EAGLE gris,NULL,NULL,NULL,1,NULL
738,Lab Imagen (305),ViveLab,VLI-38,Kit microfono inalambrico portatil SENNHEISER-01,NULL,70357-01-38.2,NULL,1,NULL
739,Lab Imagen (305),ViveLab,VLI-39,Kit microfono inalambrico portatil SENNHEISER-02,NULL,70357-01-38.1,NULL,1,NULL
740,Lab Imagen (305),ViveLab,VLI-40,Sistema de supervicion y apagado remoto para equipos de impresion 3D,NULL,NULL,NULL,1,NULL
741,Lab Imagen (305),ViveLab,VLI-41,Cargador de pilas ENERGIZER,NULL,NULL,NULL,1,NULL
742,Lab Imagen (305),ViveLab,VLI-42,Kit de soporte multifuncional-01,NULL,NULL,NULL,1,NULL
743,Lab Imagen (305),ViveLab,VLI-43,Kit de soporte multifuncional-02,NULL,NULL,NULL,1,NULL
744,Lab Imagen (305),ViveLab,VLI-44,Cargador negro,NULL,NULL,NULL,1,NULL
745,Lab Imagen (305),ViveLab,VLI-45,Cable HDMI azul,NULL,NULL,NULL,1,NULL
746,Lab Imagen (305),ViveLab,VLI-46,Cable de red azul (Patch cord) con conectores RJ45,NULL,NULL,NULL,1,NULL
747,Lab Imagen (305),ViveLab,VLI-47,Cable de poder de alimentacion negro estandar C13,NULL,NULL,NULL,1,NULL
748,Lab Imagen (305),ViveLab,VLI-48,USB tipo-A para tipo B,NULL,NULL,NULL,1,NULL
749,Lab Imagen (305),ViveLab,VLI-49,Estante metalico gris con 3 cajones,NULL,NULL,NULL,1,NULL
750,Lab Imagen (305),ViveLab,VLI-50,Mesa de escritorio color cafe,NULL,NULL,NULL,1,NULL
751,Lab Imagen (305),ViveLab,VLI-51,Cajon  amarillo,NULL,NULL,NULL,1,NULL
752,Lab Imagen (305),ViveLab,VLI-52,Televisor LED HD 55",NULL,NULL,NULL,1,NULL
753,Lab Imagen (305),ViveLab,VLI-53,Control aire acondicionado-03,NULL,70357-03-46.2,NULL,NULL,NULL
754,Lab Imagen (305),ViveLab,VLI-54,Aire acondicionado TRANE-03,NULL,70357-03-46.2,NULL,NULL,NULL
755,Lab Imagen (305),ViveLab,VLI-55,NULL,NULL,NULL,NULL,NULL,NULL
756,Lab Imagen (305),ViveLab,VLI-56,NULL,NULL,NULL,NULL,NULL,NULL
757,Lab Imagen (305),ViveLab,VLI-57,NULL,NULL,NULL,NULL,NULL,NULL
758,Lab Imagen (305),ViveLab,VLI-58,NULL,NULL,NULL,NULL,NULL,NULL
759,Lab Imagen (305),ViveLab,VLI-59,NULL,NULL,NULL,NULL,NULL,NULL
760,Lab Imagen (305),ViveLab,VLI-60,NULL,NULL,NULL,NULL,NULL,NULL
761,Lab Imagen (305),ViveLab,VLI-61,NULL,NULL,NULL,NULL,NULL,NULL
762,Lab Imagen (305),ViveLab,VLI-62,NULL,NULL,NULL,NULL,NULL,NULL
763,Lab Imagen (305),ViveLab,VLI-63,NULL,NULL,NULL,NULL,NULL,NULL
764,Lab Imagen (305),ViveLab,VLI-64,NULL,NULL,NULL,NULL,NULL,NULL
765,Lab Imagen (305),ViveLab,VLI-65,NULL,NULL,NULL,NULL,NULL,NULL
766,Lab Imagen (305),ViveLab,VLI-66,NULL,NULL,NULL,NULL,NULL,NULL
767,Lab Imagen (305),ViveLab,VLI-67,NULL,NULL,NULL,NULL,NULL,NULL
768,Lab Imagen (305),ViveLab,VLI-68,NULL,NULL,NULL,NULL,NULL,NULL
769,Lab Imagen (305),ViveLab,VLI-69,NULL,NULL,NULL,NULL,NULL,NULL
